,precision,recall,f1-score,support
0,0.81,0.8181818181818182,0.8140703517587939,99.0
1,0.2988929889298893,0.8181818181818182,0.43783783783783786,99.0
2,0.6064516129032258,0.9494949494949495,0.7401574803149606,99.0
3,0.6444444444444445,0.8787878787878788,0.7435897435897436,99.0
4,0.25,0.020202020202020204,0.037383177570093455,99.0
5,0.5224719101123596,0.9393939393939394,0.6714801444043321,99.0
6,0.7647058823529411,0.26262626262626265,0.39097744360902253,99.0
7,0.7088607594936709,0.5656565656565656,0.6292134831460674,99.0
8,0.3254237288135593,0.9696969696969697,0.4873096446700508,99.0
9,0.33620689655172414,0.3939393939393939,0.3627906976744186,99.0
10,0.0,0.0,0.0,99.0
11,0.4,0.6666666666666666,0.5,99.0
12,0.6578947368421053,0.5050505050505051,0.5714285714285714,99.0
13,0.5416666666666666,0.26262626262626265,0.35374149659863946,99.0
14,0.2488479262672811,0.5454545454545454,0.34177215189873417,99.0
15,0.875,0.0707070707070707,0.1308411214953271,99.0
16,0.84,0.6363636363636364,0.7241379310344828,99.0
17,0.5222222222222223,0.47474747474747475,0.4973544973544973,99.0
18,0.44285714285714284,0.31313131313131315,0.3668639053254438,99.0
19,0.967741935483871,0.6060606060606061,0.7453416149068323,99.0
20,0.7014925373134329,0.47474747474747475,0.5662650602409639,99.0
21,0.9038461538461539,0.9494949494949495,0.9261083743842364,99.0
22,0.10526315789473684,0.08080808080808081,0.09142857142857143,99.0
23,0.4860335195530726,0.8787878787878788,0.6258992805755396,99.0
24,0.23297491039426524,0.6565656565656566,0.3439153439153439,99.0
25,0.2857142857142857,0.020202020202020204,0.03773584905660377,99.0
26,0.42857142857142855,0.21212121212121213,0.28378378378378377,99.0
27,0.5114942528735632,0.898989898989899,0.652014652014652,99.0
28,0.36363636363636365,0.7272727272727273,0.48484848484848486,99.0
29,0.1718377088305489,0.7272727272727273,0.277992277992278,99.0
30,0.5925925925925926,0.8080808080808081,0.6837606837606838,99.0
31,0.19148936170212766,0.09090909090909091,0.1232876712328767,99.0
32,0.2857142857142857,0.020202020202020204,0.03773584905660377,99.0
33,0.6611570247933884,0.8080808080808081,0.7272727272727273,99.0
34,0.5333333333333333,0.08080808080808081,0.14035087719298245,99.0
35,0.21348314606741572,0.5757575757575758,0.3114754098360656,99.0
36,0.44047619047619047,0.37373737373737376,0.40437158469945356,99.0
37,0.5517241379310345,0.16161616161616163,0.25,99.0
38,0.6956521739130435,0.8080808080808081,0.7476635514018691,99.0
39,0.9324324324324325,0.696969696969697,0.7976878612716763,99.0
40,0.6481481481481481,0.35353535353535354,0.45751633986928103,99.0
41,0.4603174603174603,0.29292929292929293,0.35802469135802467,99.0
42,0.2809917355371901,0.3434343434343434,0.3090909090909091,99.0
43,0.1,0.04040404040404041,0.05755395683453238,99.0
44,0.0752212389380531,0.1717171717171717,0.10461538461538461,99.0
45,0.0,0.0,0.0,99.0
46,0.8035714285714286,0.45454545454545453,0.5806451612903226,99.0
47,0.9484536082474226,0.9292929292929293,0.9387755102040817,99.0
48,0.3673469387755102,0.5454545454545454,0.43902439024390244,99.0
49,0.14655172413793102,0.1717171717171717,0.15813953488372093,99.0
50,0.6224489795918368,0.6161616161616161,0.6192893401015228,99.0
51,1.0,0.3434343434343434,0.5112781954887218,99.0
52,0.7619047619047619,0.16161616161616163,0.26666666666666666,99.0
53,0.6288659793814433,0.6161616161616161,0.6224489795918368,99.0
54,0.40186915887850466,0.8686868686868687,0.549520766773163,99.0
55,0.375886524822695,0.5353535353535354,0.44166666666666665,99.0
56,0.14285714285714285,0.08080808080808081,0.1032258064516129,99.0
57,0.2992125984251969,0.3838383838383838,0.336283185840708,99.0
58,0.8225806451612904,0.5151515151515151,0.6335403726708074,99.0
59,0.9759036144578314,0.8181818181818182,0.8901098901098901,99.0
60,0.058823529411764705,0.010101010101010102,0.017241379310344827,99.0
61,0.5465116279069767,0.47474747474747475,0.5081081081081081,99.0
62,0.01904761904761905,0.020202020202020204,0.0196078431372549,99.0
63,0.7830188679245284,0.8383838383838383,0.8097560975609757,99.0
64,0.35687732342007433,0.9696969696969697,0.5217391304347826,99.0
65,0.5,0.030303030303030304,0.05714285714285714,99.0
66,0.5555555555555556,0.5555555555555556,0.5555555555555556,99.0
67,0.0,0.0,0.0,99.0
68,0.85,0.3434343434343434,0.4892086330935252,99.0
69,0.2542372881355932,0.45454545454545453,0.32608695652173914,99.0
70,0.23157894736842105,0.2222222222222222,0.2268041237113402,99.0
71,0.7254901960784313,0.37373737373737376,0.49333333333333335,99.0
72,0.4117647058823529,0.7777777777777778,0.5384615384615384,99.0
73,0.18518518518518517,0.10101010101010101,0.13071895424836602,99.0
74,0.25806451612903225,0.08080808080808081,0.12307692307692308,99.0
75,0.08636363636363636,0.1919191919191919,0.11912225705329153,99.0
76,0.10666666666666667,0.08080808080808081,0.09195402298850575,99.0
77,0.06666666666666667,0.08080808080808081,0.0730593607305936,99.0
78,0.5694444444444444,0.41414141414141414,0.47953216374269003,99.0
79,0.5769230769230769,0.7575757575757576,0.6550218340611353,99.0
80,0.6233766233766234,0.9696969696969697,0.758893280632411,99.0
81,0.5441176470588235,0.37373737373737376,0.4431137724550898,99.0
82,0.22272727272727272,0.494949494949495,0.3072100313479624,99.0
83,0.0,0.0,0.0,99.0
84,0.19753086419753085,0.16161616161616163,0.17777777777777778,99.0
85,0.8076923076923077,0.6363636363636364,0.711864406779661,99.0
86,0.27,0.2727272727272727,0.271356783919598,99.0
87,0.8333333333333334,0.8080808080808081,0.8205128205128205,99.0
88,0.17647058823529413,0.030303030303030304,0.05172413793103448,99.0
89,0.5,0.030303030303030304,0.05714285714285714,99.0
90,0.0,0.0,0.0,99.0
91,0.11538461538461539,0.06060606060606061,0.07947019867549669,99.0
92,0.17560975609756097,0.36363636363636365,0.23684210526315788,99.0
93,0.3333333333333333,0.9696969696969697,0.49612403100775193,99.0
94,0.9090909090909091,0.9090909090909091,0.9090909090909091,99.0
95,0.2857142857142857,0.1414141414141414,0.1891891891891892,99.0
96,0.37857142857142856,0.5353535353535354,0.4435146443514644,99.0
97,0.3333333333333333,0.47474747474747475,0.39166666666666666,99.0
98,0.28484848484848485,0.47474747474747475,0.3560606060606061,99.0
99,0.1111111111111111,0.020202020202020204,0.03418803418803419,99.0
100,0.5483870967741935,0.5151515151515151,0.53125,99.0
101,0.974025974025974,0.7575757575757576,0.8522727272727273,99.0
102,0.7758620689655172,0.45454545454545453,0.5732484076433121,99.0
103,0.21176470588235294,0.9090909090909091,0.3435114503816794,99.0
104,0.9223300970873787,0.9595959595959596,0.9405940594059405,99.0
105,0.14814814814814814,0.04040404040404041,0.06349206349206349,99.0
106,0.35570469798657717,0.5353535353535354,0.4274193548387097,99.0
107,0.49624060150375937,0.6666666666666666,0.5689655172413793,99.0
108,0.13744075829383887,0.5858585858585859,0.22264875239923224,99.0
109,0.3076923076923077,0.08080808080808081,0.128,99.0
110,0.4131455399061033,0.8888888888888888,0.5641025641025641,99.0
111,0.3229166666666667,0.31313131313131315,0.31794871794871793,99.0
112,0.5128205128205128,0.8080808080808081,0.6274509803921569,99.0
113,0.7428571428571429,0.26262626262626265,0.3880597014925373,99.0
114,0.5873015873015873,0.37373737373737376,0.4567901234567901,99.0
115,0.5588235294117647,0.9595959595959596,0.7063197026022305,99.0
116,0.3829787234042553,0.18181818181818182,0.2465753424657534,99.0
117,0.5703703703703704,0.7777777777777778,0.6581196581196581,99.0
118,0.4581005586592179,0.8282828282828283,0.5899280575539568,99.0
119,0.6179775280898876,0.5555555555555556,0.5851063829787234,99.0
120,0.15009746588693956,0.7777777777777778,0.25163398692810457,99.0
121,0.018726591760299626,0.050505050505050504,0.0273224043715847,99.0
122,0.9882352941176471,0.8484848484848485,0.9130434782608695,99.0
123,0.7567567567567568,0.2828282828282828,0.4117647058823529,99.0
124,0.15384615384615385,0.020202020202020204,0.03571428571428571,99.0
125,0.6,0.21212121212121213,0.31343283582089554,99.0
126,0.8888888888888888,0.40404040404040403,0.5555555555555556,99.0
127,0.8351648351648352,0.7676767676767676,0.8,99.0
128,0.46464646464646464,0.9292929292929293,0.6195286195286195,99.0
129,0.36,0.18181818181818182,0.24161073825503357,99.0
130,0.48717948717948717,0.9595959595959596,0.6462585034013606,99.0
131,0.026595744680851064,0.050505050505050504,0.03484320557491289,99.0
132,0.75,0.8181818181818182,0.782608695652174,99.0
133,0.19626168224299065,0.21212121212121213,0.20388349514563106,99.0
134,0.049689440993788817,0.08080808080808081,0.06153846153846154,99.0
135,0.2647058823529412,0.09090909090909091,0.13533834586466165,99.0
136,0.6073619631901841,1.0,0.7557251908396947,99.0
137,0.8235294117647058,0.8484848484848485,0.835820895522388,99.0
138,0.8349514563106796,0.8686868686868687,0.8514851485148515,99.0
