0,1,2,3,4
16210.6875,3319.125,6423.046875,4742.9375,17010.5625
6054.90625,8879.8125,6572.109375,5083.1875,18669.9375
6070.15625,8894.625,6407.703125,15339.9375,3604.3125
15655.1875,8626.5,16799.328125,4598.8125,17274.1875
15040.1875,8626.5,16799.328125,4598.8125,17010.5625
15532.6875,8595.25,17220.796875,4817.78125,17010.5625
15415.4375,8737.375,17155.984375,4789.5625,18334.65625
